recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Air Fryer Crispy Beef and Broccoli,Air Fryer Main Dish Recipes,"[""1 lb sirloin steak, cut into 1-inch pieces"", ""3 cups broccoli florets"", ""1 red bell pepper"", ""4 green onions, sliced (white and green parts separated)"", ""1 tablespoon vegetable oil"", ""cooking spray"", ""1/3 cup soy sauce"", ""3 tablespoons rice vinegar"", ""2 tablespoons honey"", ""1 tablespoon fresh ginger"", ""3 cloves garlic, minced"", ""1 teaspoon toasted sesame oil"", ""1/4 teaspoon crushed red pepper"", ""1 teaspoon cornstarch"", ""2 cups cooked white rice"", ""toasted sesame seeds, for garnish""]","[""Preheat air fryer to 400 degrees F (200 degrees C)."", ""Toss together beef, broccoli, bell pepper, white parts of green onions, and vegetable oil in a large bowl. Coat air fryer basket with cooking spray. Arrange meat mixture in basket."", ""Cook for about 5 minutes. Stir and keep cooking until meat has reached desired doneness, e.g. 145 degrees F (62 degrees C) for medium, 6 to 8 minutes. Remove meat mixture and let stand for about 5 minutes."", ""Meanwhile, for sauce, stir together soy sauce, vinegar, honey, ginger, garlic, sesame oil, and crushed red pepper in a small saucepan. Bring to a boil, reduce heat, and simmer, uncovered, until liquid is reduced to 1/2 cup, about 10 minutes. Whisk together cornstarch and 1 tablespoon water in a small bowl. Stir into the sauce and cook, stirring constantly, until thickened, about 1 minute."", ""Toss beef and vegetables with sauce in a serving dish. Top with remaining green onions. Serve with rice and garnish with sesame seeds.""]",16,5,32,59,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",74,moderate
Air Fryer Chicken Strips,Air Fryer Main Dish Recipes,"[""2 pounds boneless chicken breasts""]","[""Slice chicken breasts into 1-inch strips lengthwise and place in a shallow pan."", ""Whisk pickle juice, milk, and liquid smoke together in a cup; pour over chicken, and place chicken into the refrigerator to marinate for 30 minutes."", ""Meanwhile, whisk eggs and ranch dressing together in a shallow bowl. Place 1 cup flour in a separate shallow bowl."", ""Whisk remaining 1 cup flour, breadcrumbs, paprika, white pepper, garlic salt, confectioners' sugar, thyme, basil, oregano, celery salt, black pepper, dry mustard, ginger, chili powder, and salt together in a third shallow bowl."", ""Preheat the air fryer to 350 degrees F (175 degrees C). Drain chicken strips and thoroughly dry with paper towels."", ""Dredge chicken strips in flour. then dip strips in egg mixture, letting the excess drip back into the bowl. Drop chicken strips, 1 at a time, in the breadcrumb mixture and coat thoroughly."", ""Lay strips in a single layer without touching into the air fryer basket. You may have to work in batches. Thoroughly spray with coconut oil."", ""Air fry for 6 minutes. Turn chicken over; spray with coconut oil, and continue to air fry until juices run clear and chicken is no longer pink at the center, about 6 more minutes. An instant read thermometer inserted near the center should read at least 165 degrees F (74 degrees C). Repeat with remaining chicken pieces.""]",1,8,16,107,"[""nut_free"", ""halal"", ""kosher""]",66,moderate
Air Fryer Waffle Egg in a Hole,Air Fryer Main Dish Recipes,"[""1 frozen waffle"", ""1 large large"", ""salt and pepper to taste"", ""2 tablespoons shredded cheese"", ""maple syrup to taste""]","[""Preheat the air fryer to 350 degrees F (175 degrees C)."", ""Cut a hole in the center of the frozen waffle using the rim of a cup or glass (about 2 to 3 inches in diameter). Move waffle to a square of parchment paper, then carefully place the parchment paper into the preheated air fryer, along with the small center waffle."", ""Crack egg directly into the center of waffle hole; season with salt and pepper to taste. Close the lid and cook until the white of the egg has started to set, about 5 to 6 minutes."", ""Remove small center waffle from the air fryer. Sprinkle shredded cheese onto egg waffle, and cook until the cheese is melted and egg white is completely set, about 1 to 2 minutes."", ""Transfer egg waffle onto a plate; drizzle with maple syrup and serve immediately.""]",5,5,14,35,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",68,moderate
TikTok's Air Fryer Garlic Butter Steak Bites,Air Fryer Main Dish Recipes,"[""1 (1 pound) sirloin, cut into 1 inch cubes"", ""1 tablespoon canola oil"", ""¼ teaspoon kosher salt"", ""⅛ teaspoon ground black pepper"", ""¼ cup unsalted butter, melted"", ""2 teaspoons Worcestershire sauce"", ""1 teaspoon garlic powder"", ""2 tablespoons chopped fresh chives""]","[""Preheat air fryer to 400°F for 5 minutes."", ""Toss steak with oil, salt, and pepper in a medium bowl."", ""Lightly brush the air fryer basket with oil. Add the steak, spreading it out in an even layer, and cook 7 minutes."", ""Combine the butter, Worcestershire sauce, and garlic powder in a large bowl. Add the steak and toss to coat. Serve with chopped chives.""]",8,4,16,22,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",66,moderate
Quick Air Fryer Tilapia,Air Fryer Main Dish Recipes,"[""olive oil cooking spray"", ""2 tablespoons all-purpose flour"", ""1 ½ teaspoons seafood seasoning (such as Old Bay®)"", ""¾ teaspoon paprika"", ""½ teaspoon garlic powder"", ""salt and freshly ground black pepper to taste"", ""1 pound tilapia fillets, thawed if frozen"", ""4 lemon slices""]","[""Preheat an air fryer to 400 degrees F (200 degrees C). Spray the air fryer basket with olive oil spray or line with a parchment liner."", ""Whisk flour, seafood seasoning, paprika, garlic powder, salt, and pepper together in a small bowl."", ""Remove tilapia filets from the package and pat dry with a paper towel. Lightly spray filets with olive oil, and sprinkle flour seasoning over each filet, pressing down to coat all of the fish. Turn them over, and season on the other side as well. Place the filets into the air fryer basket, without overlapping, so air can circulate around the filets."", ""Cook until tilapia filets flake easily with a fork, 7 to 10 minutes. There is no need to flip them. Depending on your air fryer size, you might have to cook them in batches."", ""Top each filet with a slice of lemon, and serve hot.""]",8,5,18,42,"[""nut_free"", ""halal"", ""kosher""]",80,healthy
Air Fryer Frozen Chicken Strips,Air Fryer Main Dish Recipes,"[""25 ounces frozen cooked, breaded crispy chicken strips (such as Tyson®)""]","[""Set the air fryer temperature to 380 degrees F (180 degrees C)."", ""Place frozen chicken strips in the air fryer basket, without touching or overcrowding."", ""Cook until crispy, 11 to 12 minutes. The color will not change much. You may have to cook in batches depending on the size of your air fryer, and cooking time may vary depending on the brand and size of your air fryer."", ""Remove from the air fryer and serve immediately.""]",1,4,5,27,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,moderate
Air Fryer Meatballs,Air Fryer Main Dish Recipes,"[""16 ounces lean ground beef"", ""4 ounces ground pork"", ""½ cup grated Parmesan cheese"", ""⅓ cup Italian seasoned bread crumbs"", ""1 large egg"", ""2 cloves garlic, minced"", ""1 teaspoon Italian seasoning"", ""½ teaspoon salt""]","[""Preheat an air fryer to 350 degrees F (175 degrees C)."", ""Combine beef, pork, Parmesan cheese, bread crumbs, egg, garlic, Italian seasoning, and salt in a large bowl. Mix until evenly combined."", ""Form into 16 equal meatballs (a small ice cream scoop is helpful) and place on a baking sheet."", ""Place 1/2 of the meatballs in the basket of the air fryer and cook 8 minutes. Shake the basket and cook 2 minutes more. Transfer to a serving plate and let rest for 5 minutes. Repeat with remaining meatballs."", ""Serve warm and enjoy!""]",8,5,20,57,"[""gluten_free"", ""nut_free""]",68,moderate
Air Fryer Chicken Nuggets,Air Fryer Main Dish Recipes,"[""1 cup buttermilk"", ""2 pounds chicken tenderloins, cut into nugget size"", ""1 cup flour"", ""3 tablespoons grated Parmesan cheese"", ""1 tablespoon paprika"", ""1 tablespoon parsley flakes"", ""1 teaspoon salt"", ""1 teaspoon ground black pepper"", ""2 large eggs"", ""2 cups panko bread crumbs"", ""cooking spray""]","[""Gather all ingredients."", ""Mix buttermilk and chicken in a large bowl; set aside to soak while you prepare seasoned flour."", ""Combine flour, Parmesan cheese, paprika, parsley, salt, and pepper in a large bowl. Beat eggs in a separate bowl. Pour panko bread crumbs onto a flat plate."", ""Dredge each chicken nugget first in flour, then in beaten egg, and finally coat in bread crumbs."", ""Preheat the air fryer to 400 degrees F (200 degrees C). Spray the basket with cooking spray. Place as many nuggets into the basket as you can without overcrowding. Lightly mist the tops of the nuggets with cooking spray."", ""Cook for 10 minutes. Flip chicken nuggets and cook for an additional 2 minutes. Remove and repeat with remaining nuggets."", ""Enjoy!""]",11,7,22,46,"[""nut_free"", ""halal"", ""kosher""]",68,moderate
Air Fryer Meatloaf,Air Fryer Main Dish Recipes,"[""1/4 cup bread crumbs"", ""1/4 cup whole milk"", ""1 pound ground round (85/15)"", ""1/2 cup finely chopped yellow onion"", ""1 large egg, lightly beaten"", ""2 teaspoons chopped fresh thyme, plus more for garnish"", ""1 teaspoon kosher salt"", ""1/4 teaspoon ground black pepper""]","[""Gather all ingredients. Preheat an air fryer to 350 degrees F (175 degrees C)."", ""To make the meatloaf: Stir breadcrumbs and milk together in a medium bowl and let sit for 5 minutes. Add beef, onion, egg, thyme, salt, and pepper; stir to combine evenly without overmixing."", ""Meanwhile, form beef mixture into 2 (3- x 4 1/2-inch) rectangles."", ""To make the glaze: Stir ketchup, vinegar, brown sugar, and Worcestershire sauce together in a small bowl and set aside."", ""Spray air fryer basket generously with cooking spray or line with parchment paper for easier clean up. Add meatloaves to basket and spray generously with cooking spray. Roast in the preheated air fryer until nicely browned, about 20 to 25 minutes, brushing evenly with ketchup mixture after 18 minutes of cooking. An instant-read thermometer inserted into the center should read at least 155 degrees F (68 degrees C)."", ""Remove meatloaf from basket; let rest for 5 minutes. Garnish with thyme leaves and serve. Enjoy!""]",8,6,15,47,"[""nut_free"", ""halal"", ""kosher""]",72,moderate
Air Fryer Baked Potatoes,Air Fryer Main Dish Recipes,"[""2 large russet potatoes, scrubbed"", ""1 tablespoon peanut oil"", ""½ teaspoon coarse sea salt""]","[""Gather all ingredients and preheat an air fryer to 400 degrees F (200 degrees C)."", ""Brush potatoes with peanut oil, sprinkle with salt, and place them in the air fryer basket."", ""Cook potatoes until very tender when pierced with a fork, about 1 hour. Serve and enjoy!""]",3,3,8,24,"[""vegan"", ""gluten_free"", ""halal"", ""kosher""]",64,moderate
Air Fryer Lobster Tails with Lemon-Garlic Butter,Air Fryer Main Dish Recipes,"[""2 (4 ounce) lobster tails"", ""4 tablespoons butter"", ""1 teaspoon lemon zest"", ""1 clove garlic, grated"", ""salt and ground black pepper to taste"", ""1 teaspoon chopped fresh parsley"", ""2 wedges lemon""]","[""Gather all ingredients. Preheat an air fryer to 380 degrees F (195 degrees C)."", ""Butterfly lobster tails by cutting lengthwise through the centers of the hard top shells and meat with kitchen shears. Cut to, but not through, the bottoms of the shells."", ""Spread tail halves apart. Place tails in the air fryer basket with lobster meat facing up."", ""Melt butter in a small saucepan over medium heat. Add lemon zest and garlic; heat until garlic is fragrant, about 30 seconds."", ""Transfer 2 tablespoons of butter mixture to a small bowl; brush this onto lobster tails. Discard any remaining brushed butter to avoid contamination from uncooked lobster. Season lobster with salt and pepper."", ""Cook in the preheated air fryer until lobster meat is opaque, 5 to 7 minutes."", ""Spoon reserved butter from the saucepan over lobster meat. Top with parsley and serve with lemon wedges.""]",7,7,20,56,"[""gluten_free"", ""nut_free"", ""halal""]",76,moderate
Air Fryer Rib-Eye Steak,Air Fryer Main Dish Recipes,"[""2 rib-eye steaks, cut 1 1/2- inch thick"", ""½ cup reduced-sodium soy sauce"", ""¼ cup olive oil"", ""4 teaspoons grill seasoning (such as Montreal Steak Seasoning®)""]","[""Combine steaks, soy sauce, olive oil, and seasoning in a large resealable bag. Marinate meat for at least 2 hours."", ""Remove steaks from the bag and discard marinade. Pat excess oil off steaks."", ""Add about 1 tablespoon water to the bottom of the air fryer pan to prevent it from smoking during cooking. Preheat the air fryer to 400 degrees F (200 degrees C)."", ""Cook steaks in the preheated air fryer for 7 minutes, flip, and cook about 7 minutes more for medium-rare. For a medium, cook 8 minutes per side."", ""Let steaks sit for about 5 minutes before serving.""]",4,5,9,42,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",68,moderate
Air Fryer Rotisserie Chicken,Air Fryer Main Dish Recipes,"[""1 tablespoon sea salt"", ""2 teaspoons ground paprika"", ""1 teaspoon onion powder"", ""1 teaspoon ground thyme"", ""1 teaspoon ground white pepper"", ""½ teaspoon ground black pepper"", ""½ teaspoon cayenne pepper"", ""½ teaspoon garlic powder"", ""3 tablespoons vegetable oil, divided"", ""1 (4 pound) whole fryer chicken, giblets removed""]","[""Preheat an air fryer to 350 degrees F (175 degrees C) according to manufacturer's instructions."", ""Mix together salt, paprika, onion powder, thyme, white pepper, black pepper, cayenne, and garlic powder in a small bowl."", ""Rub 1 1/2 tablespoons oil over chicken, then 1/2 of the spice mixture."", ""Cook in the preheated air fryer for 30 minutes. Carefully remove chicken from the fryer. Flip chicken over; rub with remaining 1 1/2 tablespoons oil and sprinkle with remaining spice mixture."", ""Return chicken to the air fryer and continue to cook until no longer pink at the bone and the juices run clear, about 30 minutes more. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read 165 degrees F (74 degrees C)."", ""Remove chicken from the air fryer, cover with a doubled sheet of aluminum foil, and allow to rest in a warm area for 10 minutes before carving.""]",10,6,19,45,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,moderate
